"ensembl_transcript_id","ensembl_exon_id","width"
"ENST00000717658","ENSE00003505998",61
"ENST00000717658","ENSE00002462511",300
"ENST00000717658","ENSE00003579562",47
"ENST00000717658","ENSE00004033069",76
"ENST00000717658","ENSE00004033068",177
"ENST00000717658","ENSE00001852638",676
"ENST00000344548","ENSE00003849315",155
"ENST00000344548","ENSE00003842433",73
"ENST00000344548","ENSE00003846999",110
"ENST00000344548","ENSE00003836748",198
"ENST00000344548","ENSE00001464168",116
"ENST00000344548","ENSE00001464167",126
"ENST00000344548","ENSE00001315187",1519
"ENST00000367249","ENSE00001933185",67
"ENST00000367249","ENSE00003567443",150
"ENST00000367249","ENSE00003560906",73
"ENST00000367249","ENSE00003584184",107
"ENST00000367249","ENSE00003496923",130
"ENST00000367249","ENSE00003541448",84
"ENST00000367249","ENSE00003672348",86
"ENST00000367249","ENSE00003571255",100
"ENST00000367249","ENSE00001443927",827
"ENST00000649689","ENSE00003624909",100
"ENST00000649689","ENSE00003692024",67
"ENST00000649689","ENSE00003593572",102
"ENST00000649689","ENSE00003531830",96
"ENST00000649689","ENSE00003577904",124
"ENST00000649689","ENSE00003687460",47
"ENST00000649689","ENSE00003680351",107
"ENST00000649689","ENSE00003686116",70
"ENST00000649689","ENSE00003505430",180
"ENST00000649689","ENSE00003479956",108
"ENST00000649689","ENSE00003632588",63
"ENST00000649689","ENSE00003617241",76
"ENST00000649689","ENSE00003643612",219
"ENST00000649689","ENSE00000789903",111
"ENST00000649689","ENSE00003834272",684
"ENST00000649689","ENSE00003596584",153
"ENST00000649689","ENSE00001889588",1029
"ENST00000374030","ENSE00003753256",168
"ENST00000374030","ENSE00001206451",72
"ENST00000374030","ENSE00001329364",45
"ENST00000374030","ENSE00001462200",182
"ENST00000374030","ENSE00001462199",145
"ENST00000374030","ENSE00001462198",334
"ENST00000340006","ENSE00002195803",54
"ENST00000340006","ENSE00003653306",113
"ENST00000340006","ENSE00003479163",169
"ENST00000340006","ENSE00003600334",130
"ENST00000340006","ENSE00003604532",94
"ENST00000340006","ENSE00003894071",1260
"ENST00000271277","ENSE00001450661",59
"ENST00000271277","ENSE00001450660",124
"ENST00000271277","ENSE00001159793",108
"ENST00000271277","ENSE00000957960",231
"ENST00000271277","ENSE00000957961",108
"ENST00000271277","ENSE00001450658",5234
"ENST00000674818","ENSE00003900262",357
"ENST00000674818","ENSE00003903408",664
"ENST00000674818","ENSE00003899187",209
"ENST00000674818","ENSE00003899122",1850
"ENST00000866036","ENSE00000956871",214
"ENST00000866036","ENSE00000956872",357
"ENST00000866036","ENSE00000956873",209
"ENST00000866036","ENSE00004307056",292
"ENST00000866036","ENSE00004307055",1208
"ENST00000487209","ENSE00003490332",81
"ENST00000487209","ENSE00003657051",57
"ENST00000487209","ENSE00003522799",137
"ENST00000487209","ENSE00003473329",60
"ENST00000487209","ENSE00001942001",85
"ENST00000487209","ENSE00003529456",106
"ENST00000487209","ENSE00001815728",302
"ENST00000354848","ENSE00003965009",189
"ENST00000354848","ENSE00003504276",103
"ENST00000354848","ENSE00003509765",86
"ENST00000354848","ENSE00001167611",198
"ENST00000354848","ENSE00001167601",183
"ENST00000354848","ENSE00000792032",45
"ENST00000354848","ENSE00003558309",42
"ENST00000354848","ENSE00003582519",39
"ENST00000354848","ENSE00003520315",36
"ENST00000354848","ENSE00003965018",64
"ENST00000354848","ENSE00003965020",253
"ENST00000354848","ENSE00003965027",1995
"ENST00000357714","ENSE00003965009",189
"ENST00000357714","ENSE00003504276",103
"ENST00000357714","ENSE00003509765",86
"ENST00000357714","ENSE00001167611",198
"ENST00000357714","ENSE00001167601",183
"ENST00000357714","ENSE00003558309",42
"ENST00000357714","ENSE00003582519",39
"ENST00000357714","ENSE00003520315",36
"ENST00000357714","ENSE00003965018",64
"ENST00000357714","ENSE00003965020",253
"ENST00000357714","ENSE00003965027",1995
"ENST00000367041","ENSE00003965009",189
"ENST00000367041","ENSE00003504276",103
"ENST00000367041","ENSE00003509765",86
"ENST00000367041","ENSE00001167611",198
"ENST00000367041","ENSE00001167601",183
"ENST00000367041","ENSE00003558309",42
"ENST00000367041","ENSE00003582519",39
"ENST00000367041","ENSE00003520315",36
"ENST00000367041","ENSE00003965018",64
"ENST00000367041","ENSE00003965011",93
"ENST00000367041","ENSE00003965020",253
"ENST00000367041","ENSE00003542348",1995
"ENST00000370944","ENSE00001931107",744
"ENST00000370944","ENSE00000995739",42
"ENST00000370944","ENSE00003467607",105
"ENST00000370944","ENSE00003592663",86
"ENST00000370944","ENSE00003507082",46
"ENST00000370944","ENSE00003632660",67
"ENST00000370944","ENSE00003590621",145
"ENST00000370944","ENSE00003540444",132
"ENST00000370944","ENSE00000798469",162
"ENST00000370944","ENSE00000798468",80
"ENST00000370944","ENSE00003679816",99
"ENST00000370944","ENSE00003510539",101
"ENST00000370944","ENSE00000995737",3849
"ENST00000652629","ENSE00003848650",136
"ENST00000652629","ENSE00003530202",146
"ENST00000652629","ENSE00001215073",170
"ENST00000652629","ENSE00003564108",179
"ENST00000652629","ENSE00003490680",165
"ENST00000652629","ENSE00001925656",1832
"ENST00000879695","ENSE00003470857",94
"ENST00000879695","ENSE00003615230",96
"ENST00000879695","ENSE00002805668",59
"ENST00000879695","ENSE00003508132",70
"ENST00000879695","ENSE00003558670",134
"ENST00000879695","ENSE00003539462",223
"ENST00000879695","ENSE00003576214",198
"ENST00000879695","ENSE00003462332",202
"ENST00000879695","ENSE00003526899",109
"ENST00000879695","ENSE00001944076",428
"ENST00000879695","ENSE00004328830",695
"ENST00000879695","ENSE00004328834",53
"ENST00000879696","ENSE00003615230",96
"ENST00000879696","ENSE00002805668",59
"ENST00000879696","ENSE00003508132",70
"ENST00000879696","ENSE00003558670",134
"ENST00000879696","ENSE00003539462",223
"ENST00000879696","ENSE00003576214",198
"ENST00000879696","ENSE00003462332",202
"ENST00000879696","ENSE00003526899",109
"ENST00000879696","ENSE00003473774",59
"ENST00000879696","ENSE00003818962",430
"ENST00000879696","ENSE00001881582",91
"ENST00000879696","ENSE00003824764",141
"ENST00000879701","ENSE00001839322",107
"ENST00000879701","ENSE00003470857",94
"ENST00000879701","ENSE00003615230",96
"ENST00000879701","ENSE00002805668",59
"ENST00000879701","ENSE00003508132",70
"ENST00000879701","ENSE00003558670",134
"ENST00000879701","ENSE00003539462",223
"ENST00000879701","ENSE00003576214",198
"ENST00000879701","ENSE00003526899",109
"ENST00000879701","ENSE00003473774",59
"ENST00000879701","ENSE00001944076",428
"ENST00000879701","ENSE00004328838",190
"ENST00000935293","ENSE00003470857",94
"ENST00000935293","ENSE00003615230",96
"ENST00000935293","ENSE00003508132",70
"ENST00000935293","ENSE00003558670",134
"ENST00000935293","ENSE00003539462",223
"ENST00000935293","ENSE00003576214",198
"ENST00000935293","ENSE00003462332",202
"ENST00000935293","ENSE00003526899",109
"ENST00000935293","ENSE00003473774",59
"ENST00000935293","ENSE00004414806",154
"ENST00000935293","ENSE00004414796",50
"ENST00000935293","ENSE00004414810",453
"ENST00000368336","ENSE00003705309",52
"ENST00000368336","ENSE00003708963",102
"ENST00000368336","ENSE00003710235",109
"ENST00000368336","ENSE00003703630",93
"ENST00000368336","ENSE00003704378",131
"ENST00000368336","ENSE00003703253",81
"ENST00000368336","ENSE00003707053",159
"ENST00000368336","ENSE00003706555",60
"ENST00000368336","ENSE00003791319",90
"ENST00000368336","ENSE00003711341",118
"ENST00000368336","ENSE00003703955",123
"ENST00000368336","ENSE00002212101",84
"ENST00000368336","ENSE00001836420",854
"ENST00000878840","ENSE00003705309",52
"ENST00000878840","ENSE00003710235",109
"ENST00000878840","ENSE00003703630",93
"ENST00000878840","ENSE00003704378",131
"ENST00000878840","ENSE00003703253",81
"ENST00000878840","ENSE00003707053",159
"ENST00000878840","ENSE00003706555",60
"ENST00000878840","ENSE00003791319",90
"ENST00000878840","ENSE00003711341",118
"ENST00000878840","ENSE00003703955",123
"ENST00000878840","ENSE00003708697",373
"ENST00000878840","ENSE00004327485",169
"ENST00000919512","ENSE00003705309",52
"ENST00000919512","ENSE00003708963",102
"ENST00000919512","ENSE00003704378",131
"ENST00000919512","ENSE00003703253",81
"ENST00000919512","ENSE00003707053",159
"ENST00000919512","ENSE00003706555",60
"ENST00000919512","ENSE00003791319",90
"ENST00000919512","ENSE00003711341",118
"ENST00000919512","ENSE00003703955",123
"ENST00000919512","ENSE00001849065",30
"ENST00000919512","ENSE00001952074",28
"ENST00000919512","ENSE00004390417",117
"ENST00000919512","ENSE00004390409",390
"ENST00000389680","ENSE00001544499",954
"ENST00000387347","ENSE00001544497",1559
"ENST00000361624","ENSE00001435647",1542
"ENST00000361899","ENSE00001727012",681
"ENST00000362079","ENSE00001608952",784
"ENST00000361227","ENSE00001435444",346
"ENST00000361335","ENSE00001596097",297
"ENST00000711233","ENSE00004286498",360
"ENST00000711233","ENSE00004015010",138
"ENST00000711233","ENSE00004015011",71
"ENST00000711233","ENSE00004015012",131
"ENST00000711233","ENSE00004015013",68
"ENST00000711233","ENSE00004015014",159
"ENST00000711233","ENSE00004015015",209
"ENST00000711233","ENSE00004015016",149
"ENST00000711233","ENSE00004015017",153
"ENST00000711233","ENSE00004286497",1852
"ENST00000388836","ENSE00001796890",1287
"ENST00000377818","ENSE00001829898",106
"ENST00000377818","ENSE00001475212",146
"ENST00000377818","ENSE00001475211",1979
"ENST00000477091","ENSE00001815089",74
"ENST00000477091","ENSE00001880912",23
"ENST00000477091","ENSE00003529702",140
"ENST00000477091","ENSE00003577543",627
"ENST00000477091","ENSE00001829385",197
"ENST00000379485","ENSE00001481262",5234
"ENST00000420877","ENSE00004057533",292
"ENST00000420877","ENSE00001731332",66
"ENST00000420877","ENSE00004057535",2306
"ENST00000729717","ENSE00001731332",66
"ENST00000729717","ENSE00004057537",218
"ENST00000729717","ENSE00004057536",508
"ENST00000729717","ENSE00004057534",327
"ENST00000377474","ENSE00001474056",6231
"ENST00000495162","ENSE00003590569",88
"ENST00000495162","ENSE00001917734",306
"ENST00000495162","ENSE00001856114",184
"ENST00000449713","ENSE00001752545",745
"ENST00000449713","ENSE00001681181",1112
"ENST00000698336","ENSE00004098323",665
"ENST00000698336","ENSE00004098322",5126
"ENST00000400362","ENSE00001714446",88
"ENST00000400362","ENSE00004107951",183
"ENST00000400362","ENSE00004107950",7336
"ENST00000624461","ENSE00003714683",165
"ENST00000624461","ENSE00004113673",234
"ENST00000624461","ENSE00004113659",1987
"ENST00000457157","ENSE00004131957",735
"ENST00000457157","ENSE00004131958",982
"ENST00000770800","ENSE00003984207",150
"ENST00000770800","ENSE00004133239",150
"ENST00000770800","ENSE00004133241",301
"ENST00000619252","ENSE00004141581",237
"ENST00000619252","ENSE00003736165",165
"ENST00000619252","ENSE00004141533",1987
"ENST00000381140","ENSE00001157750",320
"ENST00000381140","ENSE00003551875",101
"ENST00000381140","ENSE00003618649",97
"ENST00000381140","ENSE00003530571",89
"ENST00000381140","ENSE00003557981",74
"ENST00000381140","ENSE00003529161",81
"ENST00000381140","ENSE00003613578",230
"ENST00000381140","ENSE00003472001",60
"ENST00000381140","ENSE00003600163",391
"ENST00000332440","ENSE00004155158",218
"ENST00000332440","ENSE00001305748",68
"ENST00000332440","ENSE00001330292",183
"ENST00000332440","ENSE00004155245",359
"ENST00000782251","ENSE00001305748",68
"ENST00000782251","ENSE00001330292",183
"ENST00000782251","ENSE00004155193",106
"ENST00000782251","ENSE00004155201",113
"ENST00000782251","ENSE00004155205",215
"ENST00000782282","ENSE00001305748",68
"ENST00000782282","ENSE00001330292",183
"ENST00000782282","ENSE00004155188",356
"ENST00000782282","ENSE00004155178",83
"ENST00000782282","ENSE00004155164",886
"ENST00000782300","ENSE00003841957",207
"ENST00000782300","ENSE00004155188",356
"ENST00000782300","ENSE00004155207",123
"ENST00000411998","ENSE00004208609",239
"ENST00000411998","ENSE00004208608",2030
"ENST00000599421","ENSE00004213218",600
"ENST00000599421","ENSE00003181378",148
"ENST00000813310","ENSE00003181378",148
"ENST00000813310","ENSE00004213238",245
"ENST00000813310","ENSE00004213251",220
"ENST00000813312","ENSE00003181378",148
"ENST00000813312","ENSE00004213199",75
"ENST00000813312","ENSE00004213184",374
"ENST00000745990","ENSE00003762580",83
"ENST00000745990","ENSE00004086428",1166
"ENST00000745990","ENSE00004086434",277
"ENST00000745991","ENSE00004086427",1454
"ENST00000745991","ENSE00004086435",172
"ENST00000642946","ENSE00001636396",218
"ENST00000642946","ENSE00003815832",145
"ENST00000642946","ENSE00003815243",1383
"ENST00000444865","ENSE00001654628",319
"ENST00000444865","ENSE00001655517",596
"ENST00000752340","ENSE00001636396",218
"ENST00000752340","ENSE00004098332",80
"ENST00000752340","ENSE00004098334",144
"ENST00000752340","ENSE00004098328",227
"ENST00000798960","ENSE00004187081",908
"ENST00000798960","ENSE00004187084",161
"ENST00000660377","ENSE00001318296",264
"ENST00000660377","ENSE00004253726",359
"ENST00000660377","ENSE00004253723",1790
"ENST00000598905","ENSE00003221020",78
"ENST00000598905","ENSE00003059020",828
"ENST00000408945","ENSE00001921900",100
"ENST00000408945","ENSE00001634694",174
"ENST00000408945","ENSE00003665913",150
"ENST00000408945","ENSE00001574244",1678
"ENST00000398753","ENSE00003757548",166
"ENST00000398753","ENSE00003651735",68
"ENST00000398753","ENSE00003788222",115
"ENST00000398753","ENSE00001534725",99
"ENST00000398753","ENSE00001534714",251
"ENST00000380708","ENSE00003757548",166
"ENST00000380708","ENSE00003651735",68
"ENST00000380708","ENSE00003788222",115
"ENST00000380708","ENSE00001486004",1024
"ENST00000380708","ENSE00001485985",91
"ENST00000612598","ENSE00004166174",479
"ENST00000612598","ENSE00004166172",1078
"ENST00000788022","ENSE00004166169",340
"ENST00000788022","ENSE00004166171",499
"ENST00000798449","ENSE00004186028",252
"ENST00000798449","ENSE00004186027",408
"ENST00000411839","ENSE00001774555",243
"ENST00000411839","ENSE00001720881",293
"ENST00000395816","ENSE00000845770",54
"ENST00000395816","ENSE00001522939",103
"ENST00000395816","ENSE00003570095",155
"ENST00000395816","ENSE00001927080",4207
"ENST00000347215","ENSE00003678044",155
"ENST00000347215","ENSE00000845770",54
"ENST00000347215","ENSE00001927080",4207
"ENST00000347215","ENSE00001956805",130
"ENST00000265626","ENSE00000845770",54
"ENST00000265626","ENSE00003570095",155
"ENST00000265626","ENSE00001914129",213
"ENST00000265626","ENSE00001029433",4205
"ENST00000691090","ENSE00004039805",347
"ENST00000691090","ENSE00004039803",1036
"ENST00000580867","ENSE00004072577",591
"ENST00000580867","ENSE00004072579",177
"ENST00000494498","ENSE00001891398",593
"ENST00000494498","ENSE00003918921",44
"ENST00000494498","ENSE00003606219",139
"ENST00000494498","ENSE00003545440",96
"ENST00000494498","ENSE00003712935",89
"ENST00000494498","ENSE00003921650",335
"ENST00000347364","ENSE00001206258",115
"ENST00000347364","ENSE00001226222",231
"ENST00000347364","ENSE00001206284",1402
"ENST00000347364","ENSE00000859109",176
"ENST00000347364","ENSE00000859107",111
"ENST00000347364","ENSE00002622723",4679
"ENST00000278780","ENSE00001474882",382
"ENST00000278780","ENSE00003615362",221
"ENST00000278780","ENSE00003511115",190
"ENST00000278780","ENSE00001905769",790
"ENST00000623117","ENSE00003760390",1518
"ENST00000846648","ENSE00002580051",137
"ENST00000846648","ENSE00004274634",125
"ENST00000846648","ENSE00004274633",156
"ENST00000290200","ENSE00001043281",148
"ENST00000290200","ENSE00003554973",124
"ENST00000290200","ENSE00003490674",158
"ENST00000290200","ENSE00003519873",167
"ENST00000290200","ENSE00003620117",148
"ENST00000290200","ENSE00003628210",158
"ENST00000290200","ENSE00001927323",1038
"ENST00000372518","ENSE00001458004",959
"ENST00000372518","ENSE00001458001",240
"ENST00000338758","ENSE00003707472",90
"ENST00000338758","ENSE00003705159",71
"ENST00000338758","ENSE00003703499",103
"ENST00000338758","ENSE00001369466",141
"ENST00000338758","ENSE00002182433",116
"ENST00000338758","ENSE00001774993",59
"ENST00000338758","ENSE00001694882",20
"ENST00000338758","ENSE00001797593",62
"ENST00000338758","ENSE00001619032",69
"ENST00000338758","ENSE00001738801",102
"ENST00000338758","ENSE00003513902",73
"ENST00000338758","ENSE00001916829",150
"ENST00000338758","ENSE00001952025",4338
"ENST00000583942","ENSE00004162659",2248
"ENST00000583942","ENSE00002685608",119
"ENST00000583942","ENSE00004162638",799
"ENST00000666831","ENSE00002222011",253
"ENST00000666831","ENSE00002685608",119
"ENST00000666831","ENSE00004162638",799
"ENST00000216117","ENSE00003592416",121
"ENST00000216117","ENSE00001915869",101
"ENST00000216117","ENSE00000653517",492
"ENST00000216117","ENSE00000653518",100
"ENST00000216117","ENSE00001380117",740
"ENST00000359676","ENSE00001950808",110
"ENST00000359676","ENSE00003810726",142
"ENST00000359676","ENSE00003803968",278
"ENST00000359676","ENSE00003802350",186
"ENST00000359676","ENSE00003808041",192
"ENST00000359676","ENSE00003805831",123
"ENST00000359676","ENSE00003806652",202
"ENST00000359676","ENSE00001243514",4758
"ENST00000326071","ENSE00003810726",142
"ENST00000326071","ENSE00001467953",221
"ENST00000326071","ENSE00001467955",338
"ENST00000425487","ENSE00002059690",1006
"ENST00000452570","ENSE00001750293",1005
"ENST00000483997","ENSE00003518452",117
"ENST00000483997","ENSE00001811398",308
"ENST00000483997","ENSE00001862512",99
"ENST00000483997","ENSE00001921834",581
"ENST00000342972","ENSE00001380673",1440
"ENST00000582375","ENSE00004240604",282
"ENST00000582375","ENSE00002700669",120
"ENST00000582375","ENSE00002688844",176
"ENST00000582375","ENSE00004240599",281
"ENST00000304788","ENSE00001282249",156
"ENST00000304788","ENSE00001160069",3647
"ENST00000435214","ENSE00001783383",1283
"ENST00000263212","ENSE00001258870",57
"ENST00000263212","ENSE00001135900",266
"ENST00000263212","ENSE00003496968",149
"ENST00000263212","ENSE00003786859",203
"ENST00000263212","ENSE00000651115",189
"ENST00000263212","ENSE00000651114",144
"ENST00000263212","ENSE00003655517",94
"ENST00000263212","ENSE00001189657",4047
"ENST00000581862","ENSE00003760231",106
"ENST00000581862","ENSE00002717831",137
"ENST00000581862","ENSE00004281157",294
"ENST00000581862","ENSE00004281147",3152
"ENST00000521273","ENSE00002130629",963
"ENST00000610179","ENSE00003676041",254
"ENST00000610179","ENSE00003598718",177
"ENST00000610179","ENSE00003710431",124
"ENST00000610179","ENSE00003489274",126
"ENST00000610179","ENSE00003577183",353
"ENST00000610179","ENSE00003915496",6644
"ENST00000610179","ENSE00003814303",342
"ENST00000336066","ENSE00003710754",177
"ENST00000336066","ENSE00003704878",124
"ENST00000336066","ENSE00003635348",126
"ENST00000336066","ENSE00001948342",340
"ENST00000336066","ENSE00003710495",210
"ENST00000336066","ENSE00003711184",254
"ENST00000336066","ENSE00003509321",612
"ENST00000370526","ENSE00001452951",3895
"ENST00000460721","ENSE00001930167",124
"ENST00000460721","ENSE00001825647",660
"ENST00000405655","ENSE00003849945",295
"ENST00000405655","ENSE00001534682",36
"ENST00000405655","ENSE00001555086",98
"ENST00000405655","ENSE00003642784",323
"ENST00000405655","ENSE00003592330",609
"ENST00000405655","ENSE00003669064",943
"ENST00000398743","ENSE00001534682",36
"ENST00000398743","ENSE00003642784",323
"ENST00000398743","ENSE00003592330",609
"ENST00000398743","ENSE00003669064",943
"ENST00000398743","ENSE00001853437",166
"ENST00000398743","ENSE00001534670",119
"ENST00000398741","ENSE00001534682",36
"ENST00000398741","ENSE00003642784",323
"ENST00000398741","ENSE00003592330",609
"ENST00000398741","ENSE00001534670",119
"ENST00000398741","ENSE00001534657",173
"ENST00000398741","ENSE00001326246",942
"ENST00000402697","ENSE00001534682",36
"ENST00000402697","ENSE00001555086",98
"ENST00000402697","ENSE00003642784",323
"ENST00000402697","ENSE00003592330",609
"ENST00000402697","ENSE00001560974",114
"ENST00000402697","ENSE00001548257",877
"ENST00000613868","ENSE00003723554",118
"ENST00000613868","ENSE00003724068",212
"ENST00000613868","ENSE00004030241",246
"ENST00000613868","ENSE00004030249",267
"ENST00000850947","ENSE00004169634",96
"ENST00000850947","ENSE00004169635",541
"ENST00000850947","ENSE00004282867",118
"ENST00000215886","ENSE00001045564",188
"ENST00000215886","ENSE00003785439",83
"ENST00000215886","ENSE00000653900",160
"ENST00000215886","ENSE00000880163",165
"ENST00000579368","ENSE00004057760",652
"ENST00000579368","ENSE00002701907",266
"ENST00000702266","ENSE00004049137",1935
"ENST00000451507","ENSE00004049135",464
"ENST00000451507","ENSE00004049141",329
"ENST00000414676","ENSE00001722595",188
"ENST00000414676","ENSE00004069921",160
"ENST00000414676","ENSE00001599125",1095
"ENST00000442637","ENSE00001722595",188
"ENST00000442637","ENSE00001599125",1095
"ENST00000442637","ENSE00004069927",127
"ENST00000736488","ENSE00004069911",314
"ENST00000736488","ENSE00004069925",190
"ENST00000634759","ENSE00001938639",252
"ENST00000634759","ENSE00001730025",88
"ENST00000634759","ENSE00001709804",151
"ENST00000634759","ENSE00001708234",174
"ENST00000634759","ENSE00003785140",519
"ENST00000658884","ENSE00003854791",206
"ENST00000658884","ENSE00004120667",262
"ENST00000658884","ENSE00004120689",1396
"ENST00000372435","ENSE00003503964",184
"ENST00000372435","ENSE00001668533",99
"ENST00000372435","ENSE00001201231",125
"ENST00000372435","ENSE00003711527",174
"ENST00000372435","ENSE00001201218",160
"ENST00000372435","ENSE00001947916",241
"ENST00000372435","ENSE00001457786",1087
"ENST00000620459","ENSE00004145444",156
"ENST00000620459","ENSE00004145443",1848
"ENST00000451882","ENSE00002845667",144
"ENST00000451882","ENSE00001726525",67
"ENST00000451882","ENSE00001708485",95
"ENST00000451882","ENSE00001658638",383
"ENST00000903186","ENSE00004364832",183
"ENST00000903186","ENSE00004364833",384
"ENST00000657642","ENSE00003870530",517
"ENST00000657642","ENSE00003857454",2806
"ENST00000309594","ENSE00001295301",60
"ENST00000309594","ENSE00001200768",2173
"ENST00000861772","ENSE00004300482",71
"ENST00000861772","ENSE00004300486",1153
"ENST00000321250","ENSE00002094601",121
"ENST00000321250","ENSE00001281725",76
"ENST00000321250","ENSE00003583981",187
"ENST00000321250","ENSE00001778818",2779
"ENST00000258662","ENSE00000836815",179
"ENST00000258662","ENSE00000836816",197
"ENST00000258662","ENSE00000836817",1562
"ENST00000260447","ENSE00001100158",149
"ENST00000260447","ENSE00003654018",95
"ENST00000260447","ENSE00002571628",483
"ENST00000559932","ENSE00002563554",183
"ENST00000559932","ENSE00003646303",95
"ENST00000559932","ENSE00002549042",417
"ENST00000558467","ENSE00002571628",483
"ENST00000558467","ENSE00002559319",302
"ENST00000435163","ENSE00001746510",116
"ENST00000435163","ENSE00004241488",316
"ENST00000435163","ENSE00001670732",320
"ENST00000435163","ENSE00001800312",1152
"ENST00000442383","ENSE00004241485",1207
"ENST00000442383","ENSE00001790899",275
"ENST00000340438","ENSE00001377397",2791
"ENST00000408962","ENSE00003890136",342
"ENST00000408962","ENSE00003889673",140
"ENST00000408962","ENSE00003891720",184
"ENST00000408962","ENSE00001633487",73
"ENST00000408962","ENSE00001534439",108
"ENST00000427803","ENSE00003673943",53
"ENST00000427803","ENSE00003570914",114
"ENST00000427803","ENSE00003619394",120
"ENST00000427803","ENSE00001876352",221
"ENST00000427803","ENSE00003482790",93
"ENST00000427803","ENSE00001613924",476
"ENST00000291577","ENSE00003673943",53
"ENST00000291577","ENSE00003570914",114
"ENST00000291577","ENSE00003619394",120
"ENST00000291577","ENSE00003482790",93
"ENST00000291577","ENSE00003667692",157
"ENST00000291577","ENSE00001822596",156
"ENST00000291577","ENSE00003847548",891
"ENST00000389690","ENSE00003673943",53
"ENST00000389690","ENSE00003570914",114
"ENST00000389690","ENSE00003619394",120
"ENST00000389690","ENSE00003482790",93
"ENST00000389690","ENSE00001603625",60
"ENST00000389690","ENSE00003626079",254
"ENST00000299213","ENSE00001100511",269
"ENST00000299213","ENSE00003520649",211
"ENST00000299213","ENSE00001122584",3987
"ENST00000429350","ENSE00004113110",184
"ENST00000429350","ENSE00001674437",129
"ENST00000429350","ENSE00001695196",102
"ENST00000429350","ENSE00001708587",113
"ENST00000429350","ENSE00004113112",457
"ENST00000444039","ENSE00003984195",395
"ENST00000444039","ENSE00003984194",292
"ENST00000316660","ENSE00001558981",240
"ENST00000316660","ENSE00001711735",1659
"ENST00000793634","ENSE00003983019",113
"ENST00000793634","ENSE00004176721",256
"ENST00000793634","ENSE00004176725",237
"ENST00000793635","ENSE00003983021",235
"ENST00000793635","ENSE00004176701",246
"ENST00000793637","ENSE00003983020",90
"ENST00000793637","ENSE00003983019",113
"ENST00000793637","ENSE00004176711",174
"ENST00000793637","ENSE00004176700",326
"ENST00000416202","ENSE00001730784",99
"ENST00000416202","ENSE00004178058",271
"ENST00000416202","ENSE00004178061",1465
"ENST00000794323","ENSE00004178064",149
"ENST00000794323","ENSE00004178015",538
"ENST00000301263","ENSE00001236093",75
"ENST00000301263","ENSE00001115344",99
"ENST00000301263","ENSE00002127930",575
"ENST00000444114","ENSE00004197033",230
"ENST00000444114","ENSE00001614165",79
"ENST00000444114","ENSE00004197039",355
"ENST00000418271","ENSE00001614165",79
"ENST00000418271","ENSE00004197048",157
"ENST00000418271","ENSE00004197051",340
"ENST00000660027","ENSE00001614165",79
"ENST00000660027","ENSE00004197045",201
"ENST00000660027","ENSE00004197037",575
"ENST00000340344","ENSE00001436763",114
"ENST00000340344","ENSE00003679113",121
"ENST00000340344","ENSE00001352095",4441
"ENST00000354250","ENSE00003679113",121
"ENST00000354250","ENSE00001947597",73
"ENST00000354250","ENSE00003589387",1095
"ENST00000354250","ENSE00003614580",4436
"ENST00000432473","ENSE00003864251",339
"ENST00000432473","ENSE00004215987",581
"ENST00000689229","ENSE00004217236",137
"ENST00000689229","ENSE00004217234",181
"ENST00000329743","ENSE00004217238",212
"ENST00000329743","ENSE00004217232",183
"ENST00000816418","ENSE00002526386",93
"ENST00000816418","ENSE00004219208",341
"ENST00000816418","ENSE00004219218",1045
"ENST00000816423","ENSE00001642954",508
"ENST00000816423","ENSE00004219211",145
"ENST00000816427","ENSE00002526386",93
"ENST00000816427","ENSE00001642954",508
"ENST00000816427","ENSE00004219217",256
"ENST00000816427","ENSE00004219228",45
"ENST00000555562","ENSE00002482842",443
"ENST00000555562","ENSE00002523154",634
"ENST00000303924","ENSE00001386262",588
"ENST00000303924","ENSE00001628352",627
"ENST00000303924","ENSE00001175306",102
"ENST00000303924","ENSE00001166179",2923
"ENST00000323851","ENSE00003901912",119
"ENST00000323851","ENSE00003667452",81
"ENST00000323851","ENSE00003571810",36
"ENST00000323851","ENSE00003550197",106
"ENST00000323851","ENSE00003785926",121
"ENST00000323851","ENSE00003463021",63
"ENST00000323851","ENSE00003469756",61
"ENST00000323851","ENSE00003534087",87
"ENST00000323851","ENSE00003493203",57
"ENST00000323851","ENSE00003500130",104
"ENST00000323851","ENSE00003570300",57
"ENST00000323851","ENSE00003562139",52
"ENST00000323851","ENSE00003632772",48
"ENST00000323851","ENSE00003568157",36
"ENST00000323851","ENSE00003489192",52
"ENST00000323851","ENSE00003897431",1945
"ENST00000323563","ENSE00001265167",206
"ENST00000323563","ENSE00003665690",288
"ENST00000323563","ENSE00001676162",159
"ENST00000323563","ENSE00001727660",141
"ENST00000323563","ENSE00001804164",74
"ENST00000323563","ENSE00003652212",144
"ENST00000323563","ENSE00001928024",474
"ENST00000458387","ENSE00001410283",169
"ENST00000458387","ENSE00001336411",95
"ENST00000458387","ENSE00003542955",105
"ENST00000458387","ENSE00003472918",183
"ENST00000458387","ENSE00003595101",162
"ENST00000458387","ENSE00003480025",165
"ENST00000458387","ENSE00003574717",172
"ENST00000458387","ENSE00003641671",823
"ENST00000507288","ENSE00001433458",99
"ENST00000507288","ENSE00001427527",159
"ENST00000507288","ENSE00002062883",472
