R1_H1975 R2_H1975 R3_H1975 R1_HCC827 R2_HCC827 R3_HCC827
ENSG00000303801 1 1 0 0 0 0
ENSG00000303804 83 74 67 0 0 1
ENSG00000303807 25 25 17 0 1 0
ENSG00000303809 5 1 1 0 0 0
ENSG00000303813 0 0 0 1 0 0
ENSG00000303814 10 12 8 0 0 2
ENSG00000303815 0 0 2 3 5 0
ENSG00000303817 6 4 3 0 0 2
ENSG00000303821 0 0 1 0 0 0
ENSG00000303824 2 0 0 0 0 0
ENSG00000303825 0 0 0 0 0 3
ENSG00000303827 15 7 3 2 1 4
ENSG00000303828 10.99999 10 12 9.99999 6 2
ENSG00000303830 0 3 0 0 0 0
ENSG00000303831 2 5 0 0 0 0
ENSG00000303832 16 10 19 37 16 15
ENSG00000303834 0 0 0 0 0 2
ENSG00000303835 1 4 7 2 7 5
ENSG00000303836 6 5 5 0 0 0
ENSG00000303837 0 0 0 0 3 1
ENSG00000303838 0 0 0 0 0 1
ENSG00000303839 2 0 0 0 0 0
ENSG00000303840 11 12 18 0 0 0
ENSG00000303842 0 0 1 0 0 0
ENSG00000303843 0 0 0 5 0 0
ENSG00000303847 2 2 1 4 2 2
ENSG00000303848 0.99999 0 0 0 0 1
ENSG00000303850 1 1 2 2 1 0
ENSG00000303851 5 2 0 67 40 55
ENSG00000303859 2 1 3 0 1 1
ENSG00000303860 1 0 1 0 1 2
ENSG00000303861 0 0 0 1 2 2
ENSG00000303862 1 4 0 0 0 0
ENSG00000303863 2 0 0 0 0 0
ENSG00000303865 0 1 0 3 2 0
ENSG00000303868 10 9 7 0 0 0
ENSG00000303871 3 8 1 2 5 0
ENSG00000303872 0 0 1 0 1 0
ENSG00000303873 1 7 0 3 1 0
ENSG00000303874 3 2 2 3 0 0
ENSG00000303877 38 40 40 56 36 45
ENSG00000303878 0 9 1 0 3 0.99999
ENSG00000303882 2 0 2 3 5 4
ENSG00000303883 0 6.00001 0 0 0 0
ENSG00000303886 1 0 2 0 0 0
ENSG00000303887 0 0 0 0 0 1
ENSG00000303888 0 6 4 3 2 0
ENSG00000303889 0.99999 0 0 3 0 0
ENSG00000303890 0 4 1 0 0 0
ENSG00000303891 0 0 0 2 0 1
ENSG00000303893 4 1 2 0 1 9
ENSG00000303895 0 0 1 0 0 1
ENSG00000303897 1 1 1 1 1 0
ENSG00000303898 16 11 10 1 1 0
ENSG00000303900 0 0 0 0 1 0
ENSG00000303901 118 88 87 97 54 69
ENSG00000303904 2 11 3 0 0 1
ENSG00000303906 12 3 14 0 1 1
ENSG00000303910 0 0 0 0 2 0
ENSG00000303913 1 2 3 0 0 1
ENSG00000303916 0 0 0 2 1 3
ENSG00000303918 0 1 0 0 0 0
ENSG00000303919 1 1 0 0 0 0
ENSG00000303920 19 28 16 0 0 0
ENSG00000303921 173 125 134 338 219 181
ENSG00000303923 0 0 1 0 0 0
ENSG00000303925 5 1 4 10 2 3
ENSG00000303930 0 0 0 3 1 2
ENSG00000303931 1 2 6 2 0 2
ENSG00000303932 0 0 1 0 0 0
ENSG00000303936 85 66.99999 65.99999 34 36 68.00001
ENSG00000303938 2 5 2.99997 1 3 0
ENSG00000303940 0 1 0 0 0 0
ENSG00000303942 0 0 0 3 0 1
ENSG00000303944 0 2 0 3 1 1
ENSG00000303946 8 10 11 7 6 0
ENSG00000303947 0 0 0 1 0 1
ENSG00000303948 5 1 2 0 5 0
ENSG00000303950 0 0 0 0 2 1
ENSG00000303951 56 49 43 0 0 2
ENSG00000303952 239 225 170 400 56 200
ENSG00000303954 2.00001 0 1 0 0 0
ENSG00000303955 1 1 2 0 0 0
ENSG00000303956 0 0 0 0 0 1
ENSG00000303962 3 14 11 3 0 1
ENSG00000303966 1 0 4 0 0 0
ENSG00000303967 1 4 2 0 0 1
ENSG00000303969 24 27 18 15 2 4
ENSG00000303970 0 0 1 0 0 0
FAM74A3 0 0 0 0 0 1
ENSG00000303979 0 0 0 2 0 0
ENSG00000303980 0 0 2 0 1 0
ENSG00000303981 10 5 10 2 1 0
ENSG00000303982 0 0 0 1 0 0
ENSG00000303986 0 0 0 2 0 0
SHLD2P3 329 398.99999 384 197.99999 231.00001 158
ENSG00000303992 18 7 6 6 15 5
ENSG00000303993 0 0 0 4 0 0
ENSG00000303994 4 3 6 0 0 0
ENSG00000303995 4 9 12 6 1 0
ENSG00000303997 2 0 8 1 0 2
ENSG00000303999 2 3 4 0 0 0
ENSG00000304001 0 1 0 0 0 0
ENSG00000304004 0 0 1 0 0 0
ENSG00000304005 0 0 1 0 0 0
ENSG00000304007 5 2 1 1 0 0
ENSG00000304009 2 0 0 0 7 1
ENSG00000304010 1 0 0 0 2 0
ENSG00000304011 2 4 4 6 2 1
ENSG00000304013 7 6 8 16 10 7
ENSG00000304014 0 0 1 0 3 0
ENSG00000304015 1 2 4 0 0 1
ENSG00000304018 2 0 1 0 0 0
ENSG00000304021 0 0 0 0 0 1
ENSG00000304022 2 0 1 0 0 0
ENSG00000304023 75.99999 67 43 11 1 12
ENSG00000304024 0 0 2 0 1 0
ENSG00000304025 1 0 0 0 0 0
ENSG00000304026 3 6 7 0 0 0
ENSG00000304027 0 0 0 4 3 5
ENSG00000304028 9 6 7 2 7 5
ENSG00000304030 8 15 2 2 3 2
ENSG00000304031 0 0 1 0 0 0
ENSG00000304033 0 0 0 1 1 0
ENSG00000304037 0 0 3 0 0 0
ENSG00000304038 3 5 6 6 2 3
ENSG00000304043 15 8 3 0 0 0
ENSG00000304048 3 3 0 0 0 0
ENSG00000304050 0 0 0 0 0 1
ENSG00000304051 0 0 1 0 0 1
ENSG00000304055 2 4 4 7 2 3
ENSG00000304056 4 7 2 0 8 8
ENSG00000304058 3 1 0 0 0 0
ENSG00000304062 1 0 0 3 0 0
ENSG00000304068 5 8 5 84 40 38
ENSG00000304069 4 2 4 0 1 0
ENSG00000304072 14 27 7 2 0 2
ENSG00000304073 0 1 0 0 0 0
ENSG00000304074 0 1 0 0 0 0
ENSG00000304078 0 1 0 0 0 0
ENSG00000304082 36 24.99999 33 28 34.00001 18
ENSG00000304084 4 0 2 1 0 2
ENSG00000304085 2 0 0 0 0 1
ENSG00000304089 2 1 4 1 1 0
ENSG00000304090 705 721 695 0 0 0
ENSG00000304091 0 0 1 0 0 0
ENSG00000304092 0 0 1 0 0 0
ENSG00000304093 0 0 1 2 1 0
ENSG00000304098 0 0 0 0 1 0
ENSG00000304100 0 1 0 1 0 0
ENSG00000304102 5 4 5 0 1 5
ENSG00000304103 8 2 6 0 0 1
ENSG00000304104 0 0 0 0 2 0
ENSG00000304105 0 0 2 1 0 0
ENSG00000304116 0 0 1 0 0 0
ENSG00000304119 9 6 6 7 0 3
ENSG00000304120 40 30 22 62 72 44
ENSG00000304126 71 66 79 6 7 6
ENSG00000304127 32 19 22 19 14 12
ENSG00000304128 0 0 0 4 8 4
ENSG00000304129 1 0 0 0 0 0
ENSG00000304130 0 1 0 0 0 0
ENSG00000304133 1 0 1 0 0 1
ENSG00000304136 0 1 2 2 2 1
ENSG00000304140 672.99999 609 595.00001 368 191 267
ENSG00000304141 1 3 3 0 0 0
ENSG00000304143 2 3 0 0 0 0
ENSG00000304144 0 2 2 4 1 0
ENSG00000304146 0 0 0 1 4 0
ENSG00000304148 0 0 0 0 1 1
ENSG00000304150 4 2 3 4 0 0
ENSG00000304155 3 0 1 0 0 0
ENSG00000304156 8 11 7 0 2 1
ENSG00000304158 1 1 0 0 0 0
ENSG00000304162 7 10 4 0 0 0
ENSG00000304164 0 0 0 2 0 0
ENSG00000304166 1 0 2 0 0 0
ENSG00000304169 1 3 2.00001 3.00001 0 0
ENSG00000304171 8 7 64 0 0 0
ENSG00000304173 0 0 1 0 0 0
ENSG00000304176 354.99999 309 330.99998 246.00001 161.00003 204.99998
ENSG00000304180 1 0 0 0 0 0
ENSG00000304182 0 4 0 0 0 0
ENSG00000304187 0 0 0 0 2 0
ENSG00000304188 0 0 0 45 0 0
ENSG00000304189 9 6 2 32 31 38
ENSG00000304191 2 0 4 0 2 0
ENSG00000304192 0 0 0 0 2 1
ENSG00000304194 0 0 0 1 0 0
ENSG00000304197 42 48 37 24 11 15
ENSG00000304198 0 1 0 0 0 0
ENSG00000304201 1 2 0 6 10 3
ENSG00000304202 11 8 8 2 0 2
ENSG00000304203 9 18 15 10 6 8
ENSG00000304205 0 0 0 0 2 0
ENSG00000304206 16 14 20 13 6 12
ENSG00000304207 0 0 0 1 0 0
ENSG00000304210 13 11 23 0 0 0
ENSG00000304215 0 1 0 0 2 0
ENSG00000304217 0 0 0 1 0 0
ENSG00000304218 0 0 0 10 11 7
ENSG00000304219 125 106 110.00001 66.99999 42 50
ENSG00000304223 0 0 1 0 0 0
ENSG00000304225 2 2.00001 3.00001 0 0 0
ENSG00000304226 11 9 12 2 5 5
ENSG00000304228 0 0 1 0 0 0
ENSG00000304229 0 0 1 1 0 0
ENSG00000304230 3 1 0 0 0 0
ENSG00000304231 11 12 18 50 24 22
ENSG00000304233 1 0 0 0 0 0
ENSG00000304236 0 0 1 11 1 13
ENSG00000304239 3 1 10 14 11 7
ENSG00000304240 1 1 1 0 0 0
ENSG00000304243 0 0 0 1 0 0
ENSG00000304244 3 11 11 6 4 9
ENSG00000304249 3 0 0 0 0 0
ENSG00000304254 0 0 0 3 6 9
ENSG00000304261 4 0 2 0 0 0
ENSG00000304262 6 4 3 0 0 0
ENSG00000304263 2 3 0 1 0 0
ENSG00000304267 0 0 0 0 0 1
ENSG00000304270 1 1 3 1 0 2
ENSG00000304280 21 14 25 14 12 18
ENSG00000304283 0 2 0 8 29 4
ENSG00000304287 1 0 0 3 0 2
ENSG00000304288 4 3 4 0 1 0
ENSG00000304289 76 58 102 11 11 12
ENSG00000304292 8 3 1 0 0 0
ENSG00000304293 15 18 18 1 6 0
ENSG00000304294 25 8 15 10 11 8
ENSG00000304298 3 3 4 1 1 0
ENSG00000304304 8 12 9 0 3 1
ENSG00000304305 1 2 7 0 1 0
ENSG00000304306 17 1 11 0 4 4
ENSG00000304309 273 293.99994 319.00001 497.99999 513.00001 531.99998
ENSG00000304310 0 0 2 0 0 0
ENSG00000304313 0 0 0 0 0 6
ENSG00000304316 13 10 7 0 1 2
ENSG00000304317 0 1 1 2 0 0
ENSG00000304318 6 4 7 0 0 0
ENSG00000304325 1 7 1 1 0 0
ENSG00000304331 0 1 0 0 0 0
ENSG00000304332 1 1 7 10 12 9
ENSG00000304334 1 1 0 0 0 0
ENSG00000304335 14 6 12 0 4 1
ENSG00000304336 252 230 211 12 5 5
ENSG00000304339 0 1 0 0 0 0
ENSG00000304341 0 0 0 2 0 0
ENSG00000304342 0 0 0 0 0 1
ENSG00000304351 15 8 6 8 0 2
ENSG00000304354 63 42.99999 56 13 11 13
ENSG00000304355 1 0 0 0 0 0
ENSG00000304357 1 0 0 1 3 0
ENSG00000304359 18 22.99999 18.99999 4 26 7
ENSG00000304360 4 7 2 7 4 2
ENSG00000304363 0 0 2 0 0 0
ENSG00000304364 440 379 383 27 19 29
ENSG00000304365 8 3 3 1 0 0
ENSG00000304366 1 0 0 0 0 0
ENSG00000304368 2 1 3 0 3 1
ENSG00000304371 2 0 0 0 0 0
ENSG00000304372 0 0 2 0 0 0
ENSG00000304374 0 2 1 6 7 3
ENSG00000304375 0 1 0 0 0 0
ENSG00000304376 0 1 1 5 7 4
ENSG00000304380 0 0 0 0 0 2
ENSG00000304381 9 3 9 6 3 1
ENSG00000304383 66 73 86 0 0 0
LINC00302 0 1 0 0 0 0
ENSG00000304390 17 1 8 3 0 1
ENSG00000304392 0 1 3 0 0 0
ENSG00000304393 0 3 6 1 0 5
ENSG00000304396 50.00001 39 35 37 37 28
ENSG00000304400 1 0 0 0 0 0
ENSG00000304404 6 4 1 1 1 0
ENSG00000304406 2 0 0 0 0 0
ENSG00000304413 3 4 3 1 0 0
ENSG00000304414 2 2 1 1 0 1
ENSG00000304416 4 3 0 11 0 6
ENSG00000304420 4 2 0 0 0 0
ENSG00000304425 1 1 0 0 0 0
ENSG00000304426 0 0 0 1 1 2
ENSG00000304427 0 0 2 0 0 1
ENSG00000304428 0 0 0 4 2 3
ENSG00000304431 3 2 5 0 0 0
ENSG00000304432 4 9 7 7 9 6
ENSG00000304433 1 0 0 0 0 0
ENSG00000304434 4 1 3 1 1 0
ENSG00000304435 0 3 1 3 12 2
ENSG00000304438 3 6 4.00004 11 14 4
ENSG00000304439 1 1 0 1 0 2
ENSG00000304440 0 0 0 1 0 0
ENSG00000304441 1 1 0 0 0 0
ENSG00000304443 0 1 0 1 0 0
ENSG00000304446 1 0 0 1 4 0
ENSG00000304450 0 2 0 0 0 0
ENSG00000304451 0 0 0 0 0 1
ENSG00000304452 0 0 2 0 0 0
ENSG00000304453 5 4 5 0 0 0
ENSG00000304454 1 0 1 0 0 0
ENSG00000304457 1 1 1 3.99999 0 1
ENSG00000304458 5 2 4 9 6 8
ENSG00000304459 0 0 0 0 0 2
ENSG00000304460 0 2 0 0 0 0
ENSG00000304463 3 5 7 1 2 1
ENSG00000304466 5 9 9 9 6 6
ENSG00000304468 1 2 2 1 0 2
ENSG00000304477 0 0 0 0 2 1
ENSG00000304479 0 1 0 20 4 8
ENSG00000304483 0 0 1 0 0 2
ENSG00000304487 1 4 2 0 2 1
ENSG00000304496 0 0 0 0 0 1
ENSG00000304497 0 0 0 5 1 0
ENSG00000304499 0 1 0 0 0 0
ENSG00000304501 6 4 6 9 11 3
ENSG00000304504 21 13 14 11 7 2
ENSG00000304505 1 0 3 0 0 0
ENSG00000304507 0 0 0 8 13 2
ENSG00000304513 0 1 1 0 0 0
ENSG00000304514 9 6 8 0 0 0
ENSG00000304515 0 0 0 0 0 1
ENSG00000304517 0 1 0 0 1 0
ENSG00000304519 2 0 3 0 0 0
ENSG00000304520 0 2 0 0 0 0
ENSG00000304523 0 0 2 0 0 1
ENSG00000304524 84 72 59 37 21 26
ENSG00000304529 0 0 7 0 0 1
ENSG00000304531 34 22 20 11 10 15
ENSG00000304532 1 2 1 2 0 0
ENSG00000304534 5 0 0 0 0 0
ENSG00000304536 1 0 2 0 0 0
ENSG00000304538 11 5 3 0 0 0
ENSG00000304541 7 9 7 3 1 1
ENSG00000304542 0 0 0 0 0 2
ENSG00000304543 1 0 1 0 0 0
ENSG00000304545 3 5 5 0 2 6
ENSG00000304546 4 2 5 2 0 1
ENSG00000304553 1 0 0 0 0 0
ENSG00000304555 0 2 0 0 0 0
ENSG00000304560 19 11 23 7 11 13
ENSG00000304562 1 0 0 0 0 0
ENSG00000304564 8 9 7 2 1 3
ENSG00000304565 1 0 2 4 0 1
ENSG00000304569 3 4 7 28 9 1
ENSG00000304570 0 4 15 0 12 7
ENSG00000304571 3 0 0 0 0 0
ENSG00000304572 72 56 64 0 0 0
ENSG00000304573 4 0 5 0 0 1
ENSG00000304574 1 0 0 2 3 0
ENSG00000304578 3 3 1 0 0 0
ENSG00000304580 0 0 1 0 0 0
ENSG00000304583 12 13 22 0 0 0
ENSG00000304586 5 3 0 62 43 16
ENSG00000304588 2 2 1 1 0 1
ENSG00000304589 0 0 0 0 1 0
ENSG00000304590 9 3 7 0 0 0
ENSG00000304591 0 0 0 0 0 1
ENSG00000304592 3 0 1 0 0 0
ENSG00000304601 0 0 0 0 1 0
ENSG00000304602 8 11 16 0 0 0
ENSG00000304609 1 0 2 1 0 0
ENSG00000304610 0 0 2 0 0 0
ENSG00000304612 0 0 0 92 61 64
ENSG00000304615 0 0 1 3 0 0
ENSG00000304616 0 2 0 2 1 0
ENSG00000304619 1 1 2 0 0 0
ENSG00000304620 0 0 0 1 0 0
ENSG00000304623 26 16 19 0 0 0
ENSG00000304625 0 0 7 21 7 15
ENSG00000304628 0 0 0 0 1 2
ENSG00000304629 53 29 34 59 20 36
ENSG00000304630 7 4 0 0 0 0
ENSG00000304631 0 0 1 0 0 0
ENSG00000304632 0 0 1 0 0 0
ENSG00000304635 0 1 0 1 2 1
ENSG00000304636 10 3 11 2 2 1
ENSG00000304637 1 0 1 0 0 0
ENSG00000304638 7 3 4 4 1 1
ENSG00000304639 0 0 0 0 0 1
ENSG00000304642 0 1 0 0 0 0
ENSG00000304643 1 0 0 0 0 0
ENSG00000304645 0 1 0 0 1 0
ENSG00000304648 0 0 0 0 2 0
ENSG00000304650 0 1 0 0 0 0
ENSG00000304651 11 10 12 5 5 0
ENSG00000304652 39 32 41 3 0 4
ENSG00000304653 0 1 1 0 0 0
ENSG00000304654 6 3 2 4 8 7
ENSG00000304655 1 0 2 0 0 0
ENSG00000304656 0 0 1 0 0 0
ENSG00000304657 0 1 2 0 0 0
ENSG00000304659 18 18 18 4 5 3
ENSG00000304661 8 4 10 5 1 2
ENSG00000304666 0 0 1 0 0 0
ENSG00000304668 7 6 6 3 3 3
ENSG00000304670 0 2 2 2 1 2
ENSG00000304671 2 2 0 0 0 0
ENSG00000304675 6 6 11 0 0 0
ENSG00000304678 2 0 0 0 0 0
ENSG00000304679 2 1 0 1 2 5
ENSG00000304680 0 2 1 0 0 0
ENSG00000304681 5 0 1 2 0 0
ENSG00000304683 0 0 1 0 0 0
ENSG00000304688 2 3 1 3 2 6
ENSG00000304692 2 0 0 0 0 0
ENSG00000304693 0 1 2 4 0 1
ENSG00000304694 132 116 125 72 11 34
ENSG00000304695 1 1 3 0 0 0
ENSG00000304696 0 0 0 1 0 0
ENSG00000304698 11 6 5 0 1 2
ENSG00000304700 1 2 4 4 1 3
ENSG00000304702 1 3 0 0 0 0
ENSG00000304706 8 5 8 0 0 0
ENSG00000304711 5 0 1 0 0 0
ENSG00000304714 1 0 0 0 0 0
ENSG00000304717 2 3 5 50 1 0
ENSG00000304720 54 67 52 6 1 3
ENSG00000304722 1 1 0 5 1 5
ENSG00000304723 0 0 0 0 0 1
ENSG00000304724 1 2 2 2 0 1
ENSG00000304728 1 1 0 17 3 0
ENSG00000304729 11 7 11 3 2 4
ENSG00000304731 5 7 6 2 0 2
ENSG00000304732 126 143 143 196 93 182
ENSG00000304733 7 1 3 1 3 3
ENSG00000304736 1 2 1 0 1 0
ENSG00000304739 3 1 3 1 0 5
ENSG00000304743 290 226 243 540 407 426
ENSG00000304746 12 15 4 13 1 4
ENSG00000304750 0 0 2 22 7 11
ENSG00000304751 0 1 0 0 6 0
ENSG00000304757 1 4 2 0 0 0
ENSG00000304761 0 1 0 0 0 0
ENSG00000304762 17 5 9 8 3 4
ENSG00000304763 0 0 0 0 0 1
ENSG00000304766 0 1 1 0 0 0
ENSG00000304767 4 2 1 0 0 0
ENSG00000304769 2 2 0 0 0 0
ENSG00000304771 14 13 5 0 0 0
ENSG00000304772 9 10 5 0 0 0
ENSG00000304774 10 6 6 5 0 2
ENSG00000304779 1 0 0 0 0 0
ENSG00000304782 0 0 0 1 0 0
ENSG00000304783 0 0 0 1 0 0
ENSG00000304790 1 0 1 11 15 8
ENSG00000304794 1 1 2 2 4 4
ENSG00000304796 1 1 2 0 0 0
ENSG00000304798 1 1 1 0 0 1
ENSG00000304799 0 0 0 0 1 0
ENSG00000304801 95 46 54 32 12 11
ENSG00000304802 1 0 0 0 0 0
ENSG00000304804 2 0 1 0 1 1
ENSG00000304806 10 3 8 18 26 15
ENSG00000304808 50 39 47 28 26 44
ENSG00000304810 3 597 1 103 2 2
ENSG00000304812 3 2 0 0 0 0
ENSG00000304813 1 2 1 0 0 0
ENSG00000304817 0 2 0 0 0 0
DDX11L5 1 0 1 3 0 0
ENSG00000304828 0 0 1 2 0 0
ENSG00000304829 0 2 2 0 0 0
ENSG00000304830 3 3 4 4 0 1
ENSG00000304831 0 0 1 0 0 0
ENSG00000304832 0 3 0 0 2 4
ENSG00000304833 1 0 4 2 4 0
ENSG00000304835 0 0 0 0 0 1
ENSG00000304836 2 1 2 0 1 0
ENSG00000304841 27 28 17 33 12 17
ENSG00000304848 0 0 0 1 0 0
ENSG00000304849 4 0 3 1 0 0
ENSG00000304851 0 0 0 0 4 4
ENSG00000304854 5 2 0 1 0 0
ENSG00000304855 1 0 0 0 0 0
ENSG00000304860 43.00001 32 30.00001 0 2 3
ENSG00000304861 0 0 2 3 1 1
ENSG00000304862 1 1 341 0 0 1
ENSG00000304863 0 0 0 1 0 0
ENSG00000304865 0 0 0 2 0 0
ENSG00000304867 0 5 1 2 0 0
ENSG00000304874 1 0 0 0 0 0
ENSG00000304875 0 1 3 2 2 1
ENSG00000304876 15 5 18 8 1 4
ENSG00000304880 1 2 0 0 0 0
ENSG00000304881 2 1 0 0 0 0
ENSG00000304882 6 4 3 4 5 6
ENSG00000304883 0 1 0 0 0 0
ENSG00000304884 3 1 1 0 0 0
ENSG00000304885 0 0 0 1 0 0
ENSG00000304887 1 0 0 0 0 0
ENSG00000304889 0 0 0 1 0 2
ENSG00000304890 12 6 14 12 7 11
ENSG00000304891 2 3 2 0 0 0
ENSG00000304894 2 1 1 0 0 1
ENSG00000304895 4 3 6 0 0 0
ENSG00000304899 11 13 5 13 9 3
ENSG00000304904 1 0 0 1 0 0
ENSG00000304906 5 7 9 13 4 6
ENSG00000304907 0 0 0 0 0 1
ENSG00000304909 5 8 18 10 0 2
ENSG00000304912 5 3 2 0 0 0
ENSG00000304915 0 0 0 0 2 0
ENSG00000304916 0 0 0 0 2 0
ENSG00000304917 0 0 0 1 0 2
ENSG00000304919 3 7 13 0 5 0
ENSG00000304920 0 2 0 0 0 0
ENSG00000304921 7 5 0 3 3 2
ENSG00000304922 1 0 2 0 0 0
ENSG00000304923 4 0 2 0 0 0
ENSG00000304926 0 1 1 0 0 1
ENSG00000304927 1 3 0 0 0 0
ENSG00000304930 6 3 9 0 0 2
ENSG00000304933 28 20 28 1 0 3
ENSG00000304934 3 0 0 0 1 0
ENSG00000304941 4 2 5 2 3 0
ENSG00000304942 1 0 0 0 0 0
ENSG00000304944 6 0 9 0 4 0
ENSG00000304945 3 0 0 1 0 0
ENSG00000304948 1 0 4 0 0 0
ENSG00000304949 12 17 14 0 1 0
ENSG00000304951 0 0 2 0 0 0
ENSG00000304952 0 2 0 0 0 0
ENSG00000304955 13.00001 14 5 6 13 7
ENSG00000304957 1 1 0 0 0 0
ENSG00000304959 6 4 6 0 0 0
ENSG00000304961 27 28 23 15 12 7
ENSG00000304966 9 4 5 8 5 1
ENSG00000304967 29.99999 31 38 70.00001 35 64.00001
ENSG00000304973 0 0 0 0 0 1
ENSG00000304975 106 89 95.00001 42 37 38
ENSG00000304977 0 0 0 0 0 1
ENSG00000304982 1 1 1 0 0 0
ENSG00000304983 235 255 367 103 24 94
ENSG00000304984 1 7 1 0 0 0
ENSG00000304986 2 0 1 0 6 3
ENSG00000304989 0 3 0 1 0 0
ENSG00000304991 12 7 8 5 6 2
ENSG00000304994 17 15 14 4 0 1
ENSG00000304996 27 6 2 11 37 12
ENSG00000304997 6 8 8 0 2 3
ENSG00000304998 4 5 3 1 6 0
ENSG00000305000 0 3 1 0 0 0
ENSG00000305003 0 2 0 0 0 0
ENSG00000305009 1 0 4 5 0 0
ENSG00000305010 6 5 3 0 0 0
ENSG00000305011 0 1 0 0 0 0
ENSG00000305013 2 2 0 0 0 0
ENSG00000305014 28 43 36 18 9 18
ENSG00000305015 3 1 4 0 0 0
ENSG00000305016 0 0 0 0 0 1
ENSG00000305018 0 3 0 2 2 0
ENSG00000305020 1 1 2 0 0 0
ENSG00000305021 0 0 0 1 0 0
ENSG00000305022 0 0 0 1 0 1
ENSG00000305025 13 7 8 14 3 3
ENSG00000305034 0 0 3 1 0 1
ENSG00000305035 32 43 34 14 12 12
ENSG00000305036 0 1 0 0 0 0
ENSG00000305041 1 4 7 1 6 0
ENSG00000305047 13 7 13 0 0 5
ENSG00000305048 0 4 0 0 1 0
ENSG00000305049 3 3 1 1 0 0
ENSG00000305055 0 2 1 0 0 0
ENSG00000305057 0 0 1 0 0 0
ENSG00000305059 16 11 19 21 14 12
ENSG00000305063 3 0 1 0 0 2
ENSG00000305065 3 8 1 1 0 0
ENSG00000305066 1 1 2.99999 0 0.99999 0
ENSG00000305069 26 52 37 17 14 14
ENSG00000305070 0 0 2 0 0 0
ENSG00000305072 1 0 0 0 1 2
ENSG00000305073 46 52 46 20 12 10
ENSG00000305074 4 0 2 0 0 0
ENSG00000305080 40 37 38 0 1 0
ENSG00000305081 0 0 1 1 0 0
ENSG00000305082 0 2 0 0 0 0
ENSG00000305087 16 4 6 4 5 2
ENSG00000305089 6 2 4 0 0 0
ENSG00000305090 11 11 8 7 1 3
ENSG00000305092 0 0 0 4 0 0
ENSG00000305093 0 0 0 0 0 2
ENSG00000305096 3 0 1 0 1 2
ENSG00000305100 1 0 0 1 0 1
ENSG00000305101 0 1 3 1 0 1
ENSG00000305102 1 0 4 0 0 0
ENSG00000305105 13 7 14 12 10 8
ENSG00000305106 2 1 1 0 0 0
ENSG00000305107 0 3 0 1 0 0
ENSG00000305108 71 45 25 63 7 11
ENSG00000305109 13 10 6 7 2 3
ENSG00000305111 0.99999 0 0 0 0 0
ENSG00000305116 7 2 3 0 0 0
ENSG00000305121 0 0 1 0 0 0
ENSG00000305122 0 0 1 0 0 0
ENSG00000305124 0 0 0 0 0 1
ENSG00000305125 12 16 17 6 10 3
ENSG00000305126 129 102 114 37 62 19
ENSG00000305127 2 3 2 9 1 8
ENSG00000305128 1 0.99999 0 0 0 0.99999
ENSG00000305129 0 0 0 1 1 2
ENSG00000305134 0 5 7 0 0 0
ENSG00000305136 3 1 1 2 0 1
ENSG00000305139 4 3 1 3 5 3
ENSG00000305140 1 2 3 0 0 0
ENSG00000305143 17 15 11 16 10.99999 6
ENSG00000305144 0 2 0 0 0 0
ENSG00000305146 0 0 0 1 0 0
ENSG00000305147 7 6 4 7 3 3
ENSG00000305150 0 0 0 1 0 0
ENSG00000305151 1 2 0 2 0 0
ENSG00000305153 2 9 0 0 0 2
ENSG00000305154 3 1 2 0 4 3
ENSG00000305155 7 4 4 2 6 7
ENSG00000305156 111 112 89 161 85 111
ENSG00000305159 1 0 0 0 0 0
ENSG00000305161 0 1 0 0 0 0
ENSG00000305166 0 0 0 1 2 0
ENSG00000305167 4 3 3 2 0 0
ENSG00000305168 0 1 1 0 0 0
ENSG00000305169 0 0 2 2 0 0
ENSG00000305170 1 0 0 0 0 0
ENSG00000305172 0 0 0 0 1 0
ENSG00000305176 0 0 2 1 0 0
ENSG00000305178 22 18 18 2 2 7
ENSG00000305180 1 0 0 1 0 0
ENSG00000305184 0 2 2 0 0 0
ENSG00000305185 9 4 4 1 0 0
ENSG00000305186 4 2 1 2 2 1
ENSG00000305191 2 1 0 1 0 2
ENSG00000305192 11 3 4 1 1 0
ENSG00000305194 2 7 4 2 7 0
ENSG00000305195 4 0 5 4 3 2
ENSG00000305199 0 1 0 0 0 0
ENSG00000305200 23 3 5 5 0 2
ENSG00000305201 0 0 0 5 0 1
FAM88D 67 67.99999 73 99 99 53
ENSG00000305207 11 15 11 7 15 10
ENSG00000305208 8 0 2 0 1 0
ENSG00000305209 0 0 2 0 0 0
ENSG00000305211 0 1 0 0 0 0
ENSG00000305212 2 6 8 4 3 3
ENSG00000305213 0 2 0 0 0 1
ENSG00000305218 1 1 1 1 0 0
ENSG00000305220 1 0 0 0 0 0
ENSG00000305221 0 0 4 0 0 0
ENSG00000305225 0 2 1 0 0 0
ENSG00000305226 1 4 4 8 5 5
ENSG00000305227 0 0 0 0 0 2
ENSG00000305228 28 31 30 0 0 4
ENSG00000305229 2 0 0 0 0 0
ENSG00000305230 0 2 0 0 0 0
ENSG00000305231 1 2 0 0 6 3
ENSG00000305232 0 0 0 9 1 5
ENSG00000305233 8.00001 5 7 12 8 6
ENSG00000305238 0 0 0 0 0 1
ENSG00000305241 55 38 34 0 0 2
ENSG00000305243 5 0 2 0 0 0
ENSG00000305244 27 3 20 8 8 5
